LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Rank,D_Score,E_Score,Penalty,Score,HB_score,HB_num_of_samples,PH_score,PH_num_of_samples,FX_score,FX_num_of_samples,PB_score,PB_num_of_samples,SR_score,SR_num_of_samples,VT_score,VT_num_of_samples
robinson,remell,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",32.0,4.6,5.3,0.0,12.693750000000001,12.6,1,11.45,1,9.9,1,,0,12.7,1,13.725000000000001,4
mc,rhys,m,IRL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",9.0,5.9,8.3,,14.662666666666667,,0,14.662666666666667,9,,0,,0,,0,,0
rudy,ricardo,m,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",101.0,5.1,7.333,,12.675083333333333,10.933,2,12.53057142857143,7,12.8396,5,12.56625,4,12.6165,2,13.7315,4
plate,ricards,m,LAT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",96.0,5.0,7.533,,12.227191489361703,11.885428571428571,7,11.262125000000001,8,12.537714285714285,7,12.535833333333334,6,11.980875000000001,8,12.959727272727271,11
atencio,richard,m,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",33.0,5.1,5.15,0.6,10.864285714285714,10.5,1,11.6,2,9.65,1,9.35,1,10.75,1,12.6,1
loos,riley,m,USA,9-12 Mar 2023,World Cup,final,"Baku, Azerbaijan",3.0,5.6,8.133,,13.560833333333333,12.366,1,13.4,1,13.749500000000001,2,,0,14.05,2,,0
burtanete,robert,m,ROU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",112.0,5.3,7.033,0.3,12.738499999999998,12.333,2,11.957749999999999,4,12.5165,4,13.1495,4,12.7,1,13.810666666666668,3
kirmes,robert,m,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",53.0,5.4,7.966,0.1,12.393269230769231,11.852999999999998,5,11.649750000000001,4,12.7462,5,12.4596,5,12.408,4,13.566666666666668,3
seligman,robert,m,CRO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",13.0,5.5,8.266,,13.766,,0,13.766,1,,0,,0,,0,,0
tvorogal,robert,m,LTU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",11.0,5.7,8.6,,13.15959259259259,13.505333333333333,12,11.522,3,12.966,1,13.194111111111111,9,13.133,1,13.833,1
gomez,rodrigo,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",7.0,5.4,7.1,,12.535714285714286,12.05,1,12.5,1,12.95,2,11.8,1,11.7,1,13.8,1
mamenov,roman,m,KAZ,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",21.0,5.3,5.4,0.6,11.707142857142857,10.05,2,,0,10.1,1,13.350000000000001,2,12.525,2,,0
pyatov,ron,m,ISR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",103.0,4.6,6.4,,11.588666666666668,11.0,1,,0,,0,10.966,1,12.8,1,,0
lange,ruan,m,RSA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",76.0,5.4,5.8,0.3,11.426499999999999,9.866,1,10.933,1,10.9,1,11.9,1,11.0,1,13.96,1
chitters,ruben,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",52.0,4.7,8.066,0.1,12.493,12.766,1,,0,12.666,1,11.7,1,12.0,1,13.333,1
fernando,ruchira,m,SRI,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",18.0,3.2,6.8,,11.133333333333333,10.2,2,12.2,2,10.6,2,11.55,2,10.35,2,11.9,2
moriano,rudi,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",20.0,4.8,7.5,0.1,10.711111111111112,12.55,1,9.2,1,12.2,1,12.0,1,10.5,1,9.9875,4
xiao,ruoteng,m,CHN,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",22.0,6.0,6.766,,12.466000000000001,12.166,1,,0,12.766,1,,0,,0,,0
nematov,rustambek,m,UZB,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",75.0,4.7,6.4,,12.155857142857142,12.166,1,11.166,1,11.1,1,12.433,1,11.9,1,13.163,2
nataraj,ruthuja,m,IND,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.6,7.8,0.1,12.3,,0,,0,,0,,0,,0,12.3,1
cirino,ryan,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",17.0,4.9,7.6,0.0,12.116666666666667,10.25,1,11.55,1,12.5,1,12.4,1,12.8,1,13.2,1
owen,ryan,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",16.0,5.0,7.65,0.1,12.122222222222224,12.25,1,6.65,1,12.55,1,11.95,1,11.6,1,13.524999999999999,4
doi,ryosuke,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",3.0,6.2,8.166,0.1,12.94264285714286,14.175,2,12.899666666666667,3,14.607999999999999,4,14.15,1,12.6,1,9.655333333333333,3
abesadze,saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",104.0,5.3,6.3,,12.4374,11.066,1,12.255333333333333,3,12.283000000000001,4,12.7396,5,13.033,1,12.866,1
tamboli,saif,m,IND,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",9.0,5.8,8.25,,14.05,,0,,0,,0,14.05,1,,0,,0
maresca,salvatore,m,ITA,27-30 Apr 2023,World Cup,final,"Cairo, Egypt",2.0,6.2,8.5,,14.7,,0,,0,,0,,0,14.7,2,,0
mostowfi,sam,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",7.0,5.7,7.7,0.0,12.875625,12.1732,5,11.625,2,13.445142857142859,7,12.727666666666666,3,12.6,3,13.700000000000001,4
zakutney,sam,m,CAN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",26.0,5.2,8.2,0.1,11.299999999999999,14.2,1,11.55,1,13.3,1,13.0,1,13.25,1,6.9,2
serhani,samir,m,SUI,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",13.0,4.7,8.566,,13.2278125,13.055333333333335,3,12.249666666666664,3,13.1495,2,13.383,2,13.833000000000002,4,13.6665,2
dick,samual,m,NZL,05-06 May 2023,Oceania Continental Championships 2023,aa,"Carrara, Australia",,5.0,8.366,0.0,12.105166666666667,12.4,1,7.333,1,13.366,1,13.333,1,13.333,1,12.866,1
dick,samuel,m,NZL,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",19.0,5.0,7.6,0.1,12.921692307692307,12.15,1,,0,12.5,1,12.45,1,12.649999999999999,4,13.380333333333333,6
ghinn,samuel,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",21.0,5.5,6.7,0.0,12.06875,12.05,2,10.825,2,12.2,1,12.9,1,12.5,1,13.2,1
morgan,samuel,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",26.0,3.9,7.15,0.0,11.225,7.95,1,12.45,1,11.05,1,12.25,1,11.15,1,12.5,1
zakutney,samuel,m,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",26.0,5.6,8.033,,13.29975,13.633,1,12.4,1,,0,14.4,1,12.766,1,,0
hardiman,sandy,m,AUS,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",53.0,4.7,6.6,,8.925,,0,11.35,1,,0,11.3,1,,0,6.525,2
mayol,santiago,m,ARG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",59.0,5.4,7.833,,12.7665,12.5,1,12.733,1,13.233,1,13.3,1,11.1,1,13.733,1
mondal,satyajit,m,IND,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",40.0,5.2,2.95,0.3,10.7,,0,,0,7.85,1,,0,,0,13.55,1
gawronski,sebastian,m,POL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",44.0,5.5,7.766,,12.574717948717947,11.710666666666667,6,10.472,6,13.099571428571428,7,12.8775,6,12.8066,5,13.813666666666668,9
sponevik,sebastian,m,NOR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",75.0,4.7,8.066,,13.1904375,,0,12.208,2,12.1,1,12.171999999999999,3,12.2915,2,14.179,8
sue,sebastian,m,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",18.0,4.7,7.7,,11.216666666666669,,0,10.7,1,12.4,1,10.55,1,,0,,0
spyckerelle,senne,m,BEL,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",18.0,4.7,7.25,,11.016666666666666,11.95,1,11.85,1,,0,9.25,1,,0,,0
moreno,sergio,m,ESP,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",24.0,4.2,6.2,0.0,10.4,,0,10.4,1,,0,,0,,0,,0
vargas,sergio,m,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",28.0,4.5,6.65,,12.016666666666666,12.15,1,11.25,1,11.15,1,12.5,2,,0,12.55,1
kranzlmueller,severin,m,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",115.0,5.1,6.866,,12.327333333333334,12.7165,2,10.716000000000001,2,12.266,2,12.1995,2,12.783000000000001,2,13.283,2
wiskus,shane,m,USA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",4.0,5.6,8.7,,14.2,13.75,1,,0,14.3,1,14.75,1,14.0,1,,0
archer,shannon,m,SCO,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,5.0,8.9,,13.9,,0,,0,,0,,0,,0,13.9,1
ahmed,shishir,m,BAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",38.0,3.5,5.9,0.3,6.935714285714286,2.95,1,2.1,1,9.1,1,6.5,1,4.6,1,11.649999999999999,2
kawakami,shohei,m,JPN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",16.0,5.8,7.966,,13.776076923076923,14.1665,4,13.2665,2,13.766,1,14.366,1,13.349499999999999,2,13.686333333333332,3
heggemsnes,sofus,m,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",23.0,4.7,8.066,,13.172264705882354,13.110125,8,12.1398,5,13.163499999999999,6,13.373,5,13.086400000000001,5,14.1998,5
pilakouris,sokratis,m,CYP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",9.0,5.9,8.233,,13.584384615384614,,0,,0,11.95,2,11.2,1,14.284888888888888,9,12.933,1
gkinis,stavros,m,GRE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",105.0,5.8,6.266,,11.982875,12.5,1,6.966,1,12.666,1,13.066,1,12.610666666666667,3,12.833,1
patron,stefano,m,ITA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",34.0,5.2,7.966,,13.112199999999998,13.466,1,11.366,1,13.166,1,13.733,1,,0,13.83,1
tsolakidis,stefanos,m,GRE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",61.0,6.1,7.466,,12.0228,9.533,1,11.349499999999999,2,12.266,1,12.882750000000001,4,11.466,1,12.733,1
nedoroscik,stephen,m,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",5.0,6.2,8.2,,14.816500000000001,,0,14.816500000000001,2,,0,,0,,0,,0
ryu,sunghyun,m,KOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",6.0,5.9,8.3,,13.777333333333331,13.511000000000001,3,12.688666666666668,3,14.192999999999998,5,14.02375,4,13.566333333333333,3,14.322000000000001,3
batori,szabolcs,m,HUN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",117.0,5.1,6.666,,11.945142857142857,,0,12.35,1,11.755333333333335,3,,0,11.2,2,13.6,1
serhani,taha,m,SUI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",23.0,5.9,7.8,,12.67135294117647,13.608,4,11.960999999999999,3,13.616333333333332,3,14.204,4,,0,9.144333333333334,3
sugino,takaaki,m,JPN,1-4 Mar 2023,World Cup,final,"Doha, Qatar",5.0,5.9,7.933,,13.692999999999998,11.633,1,14.7165,2,13.6995,2,,0,,0,,0
kitazono,takeru,m,JPN,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",28.0,5.5,7.333,0.2,12.371833333333335,13.499500000000001,2,12.8,1,12.633,1,10.033,1,11.766,1,,0
onoshima,takumi,m,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",39.0,5.6,7.966,,12.937555555555555,12.849499999999999,2,11.324750000000002,4,13.6455,4,13.533,2,12.954999999999998,3,13.788333333333334,3
donnelly,tara,m,IOM,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,3.0,7.95,,10.95,,0,,0,,0,,0,,0,10.95,1
kanerva,tarmo,m,FIN,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",81.0,4.3,7.933,,12.635266666666666,12.0165,2,12.310666666666668,3,13.05,2,12.333,2,12.688666666666668,3,13.244,3
bachurina,tatiana,m,CYP,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,3.2,8.35,,11.55,,0,,0,,0,,0,,0,11.55,1
christopulos,taylor,m,USA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",48.0,5.8,7.1,,13.114166666666668,13.096499999999999,2,,0,12.9,1,11.766,1,13.366,1,14.46,1
trifonov,teodor,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",55.0,5.5,7.633,,12.223100000000002,11.95,2,11.983,2,13.133,1,12.0165,2,11.9665,2,13.266,1
miwa,teppei,m,JPN,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",48.0,4.9,6.566,0.4,11.988666666666665,,0,,0,11.066,1,11.7,1,13.2,1,,0
ochana,theo,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",21.0,4.7,8.0,0.0,12.0375,11.15,2,11.625,2,12.75,2,11.024999999999999,2,12.475000000000001,2,13.2,2
diallo,thierno,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",88.0,4.9,7.5,,13.406939393939394,12.838833333333334,6,13.4665,8,13.255333333333333,3,14.068333333333335,9,12.7766,5,13.7,2
jones,thomas,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",29.0,5.2,7.1,0.0,12.379999999999999,11.925,2,9.175,2,12.350000000000001,2,12.0,2,12.25,2,14.059999999999999,5
roberts,thomas,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",11.0,3.6,8.95,0.0,11.419999999999998,12.55,1,7.6,1,,0,12.25,1,12.2,1,12.5,1
surintornta,tikumporn,m,THA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",39.0,5.9,5.333,0.3,12.59975,,0,,0,10.933,1,,0,12.133,1,13.6665,2
randegger,tim,m,SUI,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",18.0,5.5,8.166,,13.542000000000002,,0,12.8,1,13.666,1,,0,,0,14.16,1
srbic,tin,m,CRO,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",46.0,5.7,7.5,,13.786,13.786,11,,0,,0,,0,,0,,0
kuzmickas,titas,m,LTU,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",88.0,4.0,8.4,,10.233,11.133,1,4.2,1,12.4,1,12.466,1,11.366,1,9.833,1
schultze,tom,m,GE2,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",25.0,5.5,7.85,,13.411714285714288,,0,,0,11.85,2,,0,13.529,4,13.743500000000001,8
modoianu,toma,m,ROU,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",94.0,4.8,7.266,,12.313583333333332,12.383000000000001,4,11.024750000000001,4,,0,,0,13.533,4,,0
florencio,tomas,m,BRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",32.0,5.5,7.8,0.1,11.221428571428572,13.45,1,11.9,1,13.2,1,12.8,1,13.25,1,6.975,2
kuzmickas,tomas,m,LTU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",95.0,5.2,7.633,0.3,12.757416666666666,12.799666666666667,6,11.811,3,12.954,4,13.0398,5,12.455333333333334,3,13.188666666666668,3
ramdhany,trisna,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",32.0,5.0,6.766,,10.81625,,0,,0,11.766,1,9.266,1,10.4,1,11.833,1
hasegawa,tsuyoshi,m,JPN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",9.0,5.6,8.45,,12.14375,13.85,1,13.55,1,14.05,1,14.350000000000001,2,13.1,1,6.95,2
bull,tyson,m,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",8.0,5.9,7.866,,13.440555555555555,13.8955,4,12.5,2,,0,13.460999999999999,3,,0,,0
zeidel,uri,m,ISR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",124.0,5.0,6.6,,12.25914705882353,11.937249999999999,4,12.187249999999999,4,12.642714285714286,7,12.633142857142857,7,12.843200000000001,5,11.309428571428572,7
erkhembayar,usukhbayar,m,MGL,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",26.0,5.4,7.833,0.1,12.447357142857141,11.3995,2,12.5165,2,12.866499999999998,2,11.7495,2,11.5165,2,13.541500000000001,4
juraev,utkirbek,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",71.0,4.0,9.0,,12.887636363636362,12.832999999999998,2,13.421999999999999,3,12.544333333333332,3,12.732999999999999,3,,0,,0
davtyan,vahagn,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",6.0,6.0,8.533,,14.613,,0,,0,,0,,0,14.613,10,,0
reinhardsson,valgard,m,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",125.0,5.0,6.3,0.1,12.4422,11.94125,4,11.588333333333333,3,12.533,3,12.52075,4,12.388666666666666,3,13.822000000000001,3
duduchava,valiko,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",96.0,4.7,7.133,,12.710666666666667,,0,,0,11.833,1,,0,,0,13.1495,2
nguyen,van,m,VIE,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",10.0,6.0,7.966,,14.182749999999999,,0,,0,,0,,0,14.182749999999999,4,,0
sawant,vedant,m,AUS,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",40.0,5.3,7.233,,13.6464,,0,13.6464,5,,0,,0,,0,,0
betancourt,victor,m,VEN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",27.0,4.2,7.1,0.1,11.883333333333333,11.7,1,11.8,1,11.2,1,12.15,1,12.05,1,12.4,1
martinez,victor,m,BEL,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",12.0,5.5,8.166,,13.074066666666665,12.072000000000001,3,12.9495,2,13.144,3,13.332999999999998,3,12.883,2,14.3995,2
hock,vinzenz,m,AUT,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",6.0,6.1,8.433,,14.498,,0,,0,,0,,0,14.498,2,,0
hoeck,vinzenz,m,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",89.0,4.6,7.766,,14.039090909090909,12.833,2,,0,,0,,0,14.307111111111112,9,,0
höck,vinzenz,m,AUT,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",1.0,6.1,8.5,,14.524999999999999,,0,,0,,0,,0,14.524999999999999,2,,0
otreshko,volodymyr,m,SVK,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",68.0,4.2,7.766,,12.253214285714284,10.916,2,12.411000000000001,3,11.433,2,12.716333333333333,3,12.2665,2,13.466,2
shek,wai,m,HKG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",49.0,5.6,8.7,0.3,14.442499999999997,,0,,0,,0,,0,,0,14.442499999999997,14
tanigawa,wataru,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",5.0,5.7,8.566,,14.163928571428572,13.583,2,13.749500000000001,2,14.216000000000001,2,14.815999999999999,2,13.9165,2,14.43325,4
sun,wei,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",108.0,5.7,6.6,0.1,13.566400000000002,14.633,2,12.966,1,12.2,1,,0,,0,13.4,1
tay,wei,m,SGP,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",13.0,5.5,7.7,0.4,12.875,,0,,0,12.8,1,,0,,0,12.95,1
tseng,wei,m,TPE,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",46.0,5.0,8.1,0.2,13.729368421052632,,0,,0,12.9,1,,0,9.333,1,14.036764705882353,17
su,weide,m,CHN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",32.0,5.7,7.5,,13.888666666666666,13.866,1,,0,13.2,1,,0,,0,14.6,1
contreras,wilfry,m,DOM,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",32.0,4.1,5.85,0.1,11.036714285714286,11.605333333333334,3,9.177666666666667,3,10.649666666666667,3,11.322000000000001,3,,0,13.125,2
binder,willi,m,GER,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",66.0,5.2,6.966,0.1,12.605000000000002,12.866,1,12.966,1,12.066,1,12.466,1,12.1,1,13.166,1
emard,william,m,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",20.0,5.7,8.4,,12.186272727272728,12.45,1,12.2165,2,13.972,3,13.15,1,13.15,1,9.65,3
fu,william,m,NZL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",121.0,5.1,6.533,,11.383125,,0,9.05,2,11.991499999999998,2,11.066,1,12.35,1,12.783000000000001,2
fuallen,william,m,NZL,05-06 May 2023,Oceania Continental Championships 2023,aa,"Carrara, Australia",,5.0,8.533,0.0,12.624749999999999,,0,12.133,1,13.533,1,11.2,1,,0,13.633,1
sundell,william,m,SWE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",25.0,5.2,8.2,,12.4198,,0,12.308250000000001,4,,0,,0,,0,12.866,1
hur,woong,m,KOR,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",40.0,4.2,7.233,,12.933,,0,14.433,1,,0,11.433,1,,0,,0
teillers,wout,m,NED,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",19.0,5.1,6.45,0.0,11.970749999999999,12.125,2,,0,,0,11.8165,2,,0,,0
dyrmishi,xheni,m,AUT,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",37.0,4.7,8.166,,12.716499999999998,,0,12.716499999999998,6,,0,,0,,0,,0
lan,xingyu,m,CHN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",23.0,5.5,7.966,,14.211,13.366,1,13.683,2,13.466,1,14.4,1,15.33,2,14.43,1
liu,yang,m,CHN,1-4 Mar 2023,World Cup,final,"Doha, Qatar",1.0,6.4,8.966,,15.349499999999999,,0,,0,,0,,0,15.349499999999999,2,,0
ramsahai,yazz,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",58.0,5.6,7.9,0.4,12.005416666666669,9.549666666666667,3,11.3,2,13.055333333333332,3,,0,12.475,2,14.350000000000001,2
anton,yefferson,m,VEN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",11.0,5.1,7.7,,11.575000000000001,10.8,1,10.65,1,12.8,1,12.2,1,11.1,1,11.9,1
singh,yogeshwar,m,IND,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",106.0,5.3,6.933,,12.512105263157894,12.688666666666668,3,12.155333333333331,3,11.677666666666667,3,13.022,3,12.110999999999999,3,13.1915,4
villaverde,yohendry,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",8.0,3.3,5.5,4.0,12.166666666666666,,0,11.95,1,9.1,2,,0,,0,14.283333333333333,3
aleksandrov,yordan,m,BUL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",93.0,4.9,7.666,,12.94092,13.283,6,10.622,3,12.421666666666667,3,13.613714285714284,7,12.888333333333334,3,13.577666666666667,3
shiao,yu,m,TPE,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",39.0,4.3,8.533,,13.657666666666666,12.833,1,14.253375000000002,8,,0,12.1995,2,12.633,1,,0
hung,yuan,m,TPE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",34.0,4.9,8.533,,13.04975,13.433,1,11.433,1,,0,14.3,1,13.033,1,,0
moldauer,yul,m,USA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",2.0,5.7,8.533,,12.076142857142857,,0,12.95,1,14.3665,2,14.3,1,13.8,1,7.375,2
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",17.0,5.1,8.466,,13.42437142857143,12.885428571428571,7,13.745375,8,13.721666666666666,6,13.259800000000002,5,13.2596,5,13.69125,4
