"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Rank","D_Score","E_Score","Penalty","Score","FullName","HB","PH","FX","PB","SR","VT","BB","UB","Total"
"KOENIG","Anna Lena","w","GER","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",55,4.6,7.333,NA,11.933,"Anna Lena_KOENIG",NA,NA,12.87475,NA,NA,13.083,11.8165,12.066,49.84025
"BRIDGE","Anna","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",66,4,2.75,0,6.75,"Anna_BRIDGE",NA,NA,10.15,NA,NA,11.85,6.75,9.8,38.55
"GEMZA","Anna","w","POL","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",89,4.1,5.9,NA,10,"Anna_GEMZA",NA,NA,9.7,NA,NA,NA,10,11.466,31.166
"LASHCHEVSKA","Anna","w","UKR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",53,5.7,5.633,0.1,11.233,"Anna_LASHCHEVSKA",NA,NA,11.666,NA,NA,12.733,12.5377142857143,12.672,49.6087142857143
"LOCMELE","Anna","w","LAT","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",114,4.4,4.6,NA,9,"Anna_LOCMELE",NA,NA,9.466,NA,NA,11.833,9,6,36.299
"KÖNIG","Anna-Lena","w","GER","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",39,4,7,0.1,10.9,"Anna-Lena_KÖNIG",NA,NA,12.35,NA,NA,6.575,10.9,10.4,40.225
"Burrows","Annabelle","w","AUS","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",17,4.6,6.833,NA,11.433,"Annabelle_Burrows",NA,NA,12.5165,NA,NA,12.79975,11.433,11.966,48.71525
"KAMANGA","Annais Ornella","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",40,4.4,5.4,0,9.8,"Annais Ornella_KAMANGA",NA,NA,11.4,NA,NA,12.5125,9.8,9.9,43.6125
"NEWMAN ACHEE","Annalise Becca","w","TTO","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",123,4.2,6.133,NA,10.333,"Annalise Becca_NEWMAN ACHEE",NA,NA,11.7,NA,NA,13,10.333,8.566,43.599
"NEWMAN ACHEE","Annalise","w","TTO","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",3,4.8,7.45,NA,12.25,"Annalise_NEWMAN ACHEE",NA,NA,11.1,NA,NA,12.975,11.05,10.675,45.8
"WU","Anny","w","SUI","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",44,4.8,7.4,NA,12.2,"Anny_WU",NA,NA,11.966,NA,NA,12.6165,10.233,12.283,47.0985
"ERCEGOVIC","Antea","w","CRO","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",115,3.2,7.366,0.6,9.966,"Antea_ERCEGOVIC",NA,NA,9.966,NA,NA,NA,NA,NA,9.966
"JAASKELAINEN","Anton","m","FIN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",62,4,7.866,NA,11.866,"Anton_JAASKELAINEN",11.866,10.8,NA,12.5,11.466,NA,NA,NA,46.632
"DUTA","Antonia","w","ROU","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",80,4.5,6.666,0.1,11.066,"Antonia_DUTA",NA,NA,11.333,NA,NA,12.5,11.066,12.4,47.299
"MARIHUAN","Antonia","w","CHI","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",146,3.3,5.266,0.1,8.466,"Antonia_MARIHUAN",NA,NA,NA,NA,NA,NA,8.466,10.833,19.299
"TANTALIDIS","Antonios","m","GRE","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",112,5.6,6.566,0.3,11.866,"Antonios_TANTALIDIS",10.966,11.511,12.1995,13.166,12.7,13.666,NA,NA,74.2085
"VARJOLAAKSO","Antti Juhani","m","FIN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",60,4.5,7.766,NA,12.266,"Antti Juhani_VARJOLAAKSO",11.566,12.2,12.266,11.733,12.266,13.066,NA,NA,73.097
"HRIBAR","Anze","m","SLO","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",93,5.7,6.833,NA,12.533,"Anze_HRIBAR",11.9064,10.8,10.053,12.733,11.8995,13.733,NA,NA,71.1249
"MORI","Aoka","w","JPN","9-12 Mar 2023","World Cup","qual","Baku, Azerbaijan",12,5.1,7.533,NA,12.633,"Aoka_MORI",NA,NA,NA,NA,NA,NA,12.633,12.9,25.533
"KANELLOS","Apostolos","m","GRE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",103,4.7,7.766,0.1,12.366,"Apostolos_KANELLOS",11.7198,12.01625,12.2326666666667,10.622,10.783,12.855,NA,NA,70.2287166666667
"FEDERICI","Ares","m","ITA","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",10,6.2,7.433,0.3,13.333,"Ares_FEDERICI",13.033,NA,13.333,NA,12.8,13.383,NA,NA,52.549
"PAGONI","Areti Paraskevi","w","GRE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",72,4.7,6.866,NA,11.566,"Areti Paraskevi_PAGONI",NA,NA,11.37475,NA,NA,11.733,10.31625,10.64125,44.06525
"BELARDELLI","Arianna","w","ITA","9-12 Mar 2023","World Cup","final","Baku, Azerbaijan",2,5.3,7.8,0.3,12.8,"Arianna_BELARDELLI",NA,NA,12.6165,NA,NA,NA,NA,12.833,25.4495
"OLENOVA","Arina","w","LAT","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",107,4.1,5.366,NA,9.466,"Arina_OLENOVA",NA,NA,11.233,NA,NA,11.983,9.366,8.616,41.198
"Jonasson","Arnthor","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",23,4.9,7.35,NA,12.25,"Arnthor_Jonasson",NA,12.25,NA,NA,NA,NA,NA,NA,12.25
"JACOBSEN","Aron","m","DEN","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",76,4.7,7.966,NA,12.666,"Aron_JACOBSEN",11.166,10.883,12.666,11.5,12.033,12.366,NA,NA,70.614
"DOLGOPYAT","Artem","m","ISR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",73,5.9,7.1,NA,13,"Artem_DOLGOPYAT",12.833,12.7662,14.395375,13.583,13.166,14.312125,NA,NA,81.0557
"Mariano","Arthur","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",4,5.3,8.366,NA,13.666,"Arthur_Mariano",14.058,NA,13.783,NA,NA,NA,NA,NA,27.841
"MARIANO","Arthur","m","BRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",19,5.5,8.6,NA,14.1,"Arthur_MARIANO",14.416,12,14.1,12.4,NA,13.9,NA,NA,66.816
"Zanetti","Arthur","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",2,6.2,8.333,NA,14.533,"Arthur_Zanetti",NA,NA,NA,NA,14.5665,NA,NA,NA,14.5665
"Avetisyan","Artur","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",1,5.9,8.766,NA,14.666,"Artur_Avetisyan",NA,NA,NA,NA,14.733,NA,NA,NA,14.733
"AVETISYAN","Artur","m","ARM","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",4,6,8.6,NA,14.6,"Artur_AVETISYAN",NA,NA,NA,NA,14.5463125,NA,NA,NA,14.5463125
"Davtyan","Artur","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",9,4.8,8.85,NA,13.65,"Artur_Davtyan",NA,14.3,13.65,13.7415,NA,14.854,NA,NA,56.5455
"DAVTYAN","Artur","m","ARM","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",1,5.6,9.4,0.1,14.9,"Artur_DAVTYAN",12.722,14.1825714285714,13.2775,13.604,14.0161666666667,14.9855769230769,NA,NA,82.787815018315
"Tovmasyan","Artur","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",4,5.3,8.45,NA,13.75,"Artur_Tovmasyan",NA,NA,NA,NA,13.708,NA,NA,NA,13.708
"AZAMOV","Asadbek","m","UZB","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",28,5,8.266,NA,13.266,"Asadbek_AZAMOV",11.666,11,12.8495,11.933,12.583,13.89875,NA,NA,73.93025
"HONG","Asher","m","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",6,6,8.366,0.1,14.266,"Asher_HONG",11.6666666666667,13.84575,14.1273333333333,14.7333333333333,13.91225,14.2162857142857,NA,NA,82.5016190476191
"SULLIVAN","Ashlee","w","USA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","final","Stuttgart, Germany",6,5.5,6.9,NA,12.4,"Ashlee_SULLIVAN",NA,NA,12.65,NA,NA,6.55,13.1,12.55,44.85
"D AMATO","Asia","w","ITA","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",3,5.4,8.1,NA,13.5,"Asia_D AMATO",NA,NA,12.9883333333333,NA,NA,13.618,13.30825,14.022,53.9365833333333
"MATIEV","Askhab","m","AUT","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",92,5.3,7.3,NA,12.6,"Askhab_MATIEV",12.5996666666667,12.6553333333333,12.6776666666667,12.7666666666667,12.6106666666667,13.4773333333333,NA,NA,76.7873333333333
"Salimov","Assan","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",28,5.6,5.45,NA,11.05,"Assan_Salimov",NA,NA,11.05,NA,11.6,13.84975,NA,NA,36.49975
"SALIMOV","Assan","m","KAZ","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",18,4,6.65,0,10.65,"Assan_SALIMOV",NA,NA,NA,NA,10.65,13.025,NA,NA,23.675
"MESIRI","Athanasia","w","GRE","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",27,4.6,7.4,NA,12,"Athanasia_MESIRI",NA,NA,12.033,NA,NA,12.811,12,10.5,47.344
"VALGEIRSSON","Atli Snaer","m","ISL","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",91,4.7,7.633,NA,12.333,"Atli Snaer_VALGEIRSSON",NA,11.5,12.333,9,NA,12.833,NA,NA,45.666
"NIN","Audrys","m","DOM","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",9,4.4,8.6,NA,13,"Audrys_NIN",13.0166666666667,12.7,11.725,13.2666666666667,12.275,14.2375,NA,NA,77.2208333333333
"NIN REYES","Audrys","m","DOM","23-26 Feb 2023","FIG Apparatus World Cup 2023","qual","Cottbus, Germany",50,5,6.8,NA,11.8,"Audrys_NIN REYES",NA,11.783,NA,12.766,NA,13.8495,NA,NA,38.3985
"Benovic","Aurel","m","CRO","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",6,6.2,6.966,0.1,13.066,"Aurel_Benovic",NA,NA,13.733,NA,NA,13.65,NA,NA,27.383
"BENOVIC","Aurel","m","CRO","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",11,6.1,8.366,0.2,14.266,"Aurel_BENOVIC",NA,NA,13.5031,NA,NA,13.7449285714286,NA,NA,27.2480285714286
"TRAN","Aurelie","w","CAN","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",30,5.3,6.5,NA,11.8,"Aurelie_TRAN",NA,NA,12.8165,NA,NA,6.75,11.8,12.35,43.7165
"STEWART","Ava","w","CAN","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",21,5.4,7,NA,12.4,"Ava_STEWART",NA,NA,12.1,NA,NA,9.4125,10.166,12.7886666666667,44.4671666666667
"SAKAGUCHI","Ayaka","w","JPN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",7,5.6,7.866,NA,13.466,"Ayaka_SAKAGUCHI",NA,NA,12.9823333333333,NA,NA,13.6318,13.3151666666667,12.65825,52.58755
"SHAMSHITDINOVA","Ayazhan","w","KAZ","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",34,4.4,5.2,NA,9.6,"Ayazhan_SHAMSHITDINOVA",NA,NA,NA,NA,NA,NA,9.6,10.066,19.666
"ABDULLAHI","Ayesha","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",41,3.7,6.5,0,10.2,"Ayesha_ABDULLAHI",NA,NA,NA,NA,NA,NA,10.2,10.2,20.4
"KOKUFUGATA","Azuki","w","JPN","23-26 Feb 2023","FIG Apparatus World Cup 2023","final","Cottbus, Germany",1,5.2,8.433,NA,13.633,"Azuki_KOKUFUGATA",NA,NA,13.5995,NA,NA,NA,NA,12.5665,26.166
"Kiss","Balazs","m","HUN","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",9,4.9,6.4,NA,11.3,"Balazs_Kiss",11.3,NA,NA,NA,13.225,NA,NA,NA,24.525
"KISS","Balazs","m","HUN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",29,5.4,7.966,NA,13.366,"Balazs_KISS",12.708,12.62875,NA,12.533,13.383,NA,NA,NA,51.25275
"Mokosova","Barbora","w","SVK","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",5,4.4,8.2,NA,12.6,"Barbora_Mokosova",NA,NA,NA,NA,NA,NA,12.43325,13.23325,25.6665
"MOKOSOVA","Barbora","w","SVK","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",61,3.7,7.833,NA,11.533,"Barbora_MOKOSOVA",NA,NA,12.133,NA,NA,12.266,11.8986666666667,12.4606666666667,48.7583333333333
"Tomcsanyi","Benedek","m","HUN","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",16,5.6,7.55,NA,13.15,"Benedek_Tomcsanyi",NA,12.675,NA,NA,NA,NA,NA,NA,12.675
"TOMCSANYI","Benedek","m","HUN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",45,5.4,8.066,NA,13.466,"Benedek_TOMCSANYI",12.3495,13.133,13.1773333333333,13.183,13.3663333333333,13.522,NA,NA,78.7311666666667
"YILDIZ","Bengisu","w","TUR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",67,4.8,6.866,NA,11.666,"Bengisu_YILDIZ",NA,NA,11.708,NA,NA,12.6483076923077,11.0122,11.5886666666667,46.9571743589744
"EYRE","Benjamin","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",16,5.3,7.8,0,13.1,"Benjamin_EYRE",11.3,11.55,13.1,11.7,12.45,13.75,NA,NA,73.85
"OSBERGER","Benjamin","m","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",4,5.6,8.633,NA,14.233,"Benjamin_OSBERGER",NA,14.083,13.924,NA,13.1,13.644,NA,NA,54.751
"SCHWANINGER","Berta","w","AUT","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",85,4.2,8.5,NA,12.7,"Berta_SCHWANINGER",NA,NA,NA,NA,NA,12.7,NA,NA,12.7
"CZIFRA","Bettina Lili","w","HUN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",73,5.3,5.433,0.1,10.633,"Bettina Lili_CZIFRA",NA,NA,12.133,NA,NA,12.433,12.2976666666667,12.566,49.4296666666667
"FRYSAK","Bianca","w","AUT","1-5 Aug 2023","2023 FISH World University Games","AAfinal","Chengdu, China",6,4.6,7.8,NA,12.4,"Bianca_FRYSAK",NA,NA,12.0248,NA,NA,12.683,11.9266,12.193,48.8274
"SITCHINAVA","Bidzina","m","GEO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",67,5.1,7.733,NA,12.833,"Bidzina_SITCHINAVA",11.3862,11.4464,11.7165,12.2996666666667,12.133,13.1665,NA,NA,72.1482666666667
"Tarhan","Bilge","w","TUR","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",23,4.4,6.166,NA,10.566,"Bilge_Tarhan",NA,NA,12.033,NA,NA,12.683,10.566,NA,35.282
"TARHAN","Bilge","w","TUR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",104,4.5,5.1,NA,9.6,"Bilge_TARHAN",NA,NA,11.1663333333333,NA,NA,12.7787692307692,10.913,10.2996666666667,45.1577692307692
"SUN","Blake","m","USA","9-12 Mar 2023","World Cup","qual","Baku, Azerbaijan",29,6,6.066,NA,12.066,"Blake_SUN",NA,11.966,NA,12.066,NA,NA,NA,NA,24.032
"HIGGINS","Blathnaid","w","IRL","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",79,4.7,6.4,NA,11.1,"Blathnaid_HIGGINS",NA,NA,11.866,NA,NA,12.3,11.1,NA,35.266
"YUN","Boeun","w","KOR","1-5 Aug 2023","2023 FISH World University Games","AAfinal","Chengdu, China",17,4.4,6.5,NA,10.9,"Boeun_YUN",NA,NA,11.65,NA,NA,12.9315,10.683,12.0665,47.331
"SUPRUN","Bohdan","m","UKR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",76,5.5,7.5,0.1,12.9,"Bohdan_SUPRUN",11.433,11.1165,11.8665,12.6165,12.933,12.9665,NA,NA,72.932
"ZHANG","Boheng","m","CHN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",9,5.8,8.233,NA,14.033,"Boheng_ZHANG",14.3398,14.0165,14.35825,15.1915,13.9165,14.43325,NA,NA,86.2558
"KARDOS","Botond","m","HUN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",25,5.7,8.166,NA,13.866,"Botond_KARDOS",12.2776666666667,NA,13.6993333333333,13.8773333333333,NA,13.8553333333333,NA,NA,53.7096666666667
"Molnar","Botond","m","HUN","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel",5,5.6,8,NA,13.6,"Botond_Molnar",NA,NA,13.45,NA,NA,13.8625,NA,NA,27.3125
"MOLNAR","Botond","m","HUN","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey",16,5.6,7.733,NA,13.333,"Botond_MOLNAR",13.0165,12.4495,13.53225,13.416,12.9495,13.7864,NA,NA,79.15015
"Zlatanov","Bozhidar","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",26,5.6,6.8,NA,12.4,"Bozhidar_Zlatanov",NA,NA,NA,12.4,13.4,13.929,NA,NA,39.729
"ZLATANOV","Bozhidar","m","BUL","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",87,5,7.633,NA,12.633,"Bozhidar_ZLATANOV",11.266,11.166,12.633,13.66,13.0665,14.047,NA,NA,75.8385
"NOORDZIJ","Bradley","m","NED","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",22,4.1,6.4,0,10.5,"Bradley_NOORDZIJ",NA,10.5,NA,NA,12.3,NA,NA,NA,22.8
"SCOTT","Breanna","w","AUS","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",53,5.4,6.566,NA,11.966,"Breanna_SCOTT",NA,NA,12.2398,NA,NA,13.333,12.35375,NA,37.92655
"BEVAN","Brinn","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",12,5,8.35,0.1,13.25,"Brinn_BEVAN",12.55,12.45,13.25,14.0625,12.925,13.35,NA,NA,78.5875
"CARRARO","Brisa","w","ARG","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",46,4.8,7.3,NA,12.1,"Brisa_CARRARO",NA,NA,NA,NA,NA,NA,12.1,11.833,23.933
"MALONE","Brody","m","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",8,5.7,8.433,NA,14.133,"Brody_MALONE",14.1498,13.683,13.4495,14.166,13.822,10.89575,NA,NA,80.16605
"URBANSKA","Brygida","w","POL","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",89,4.6,5.966,NA,10.566,"Brygida_URBANSKA",NA,NA,10.6,NA,NA,12.316,10.6995,10.6665,44.282
"Souza","Caio","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",1,6.3,8,NA,14.3,"Caio_Souza",13.975,13.05,NA,14.4415,14.1165,14.704,NA,NA,70.287
"SOUZA","Caio","m","BRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",14,5.6,8.266,0.1,13.766,"Caio_SOUZA",14.233,12.966,13.666,13.866,13.75,14.08325,NA,NA,82.56425
"LOCHHEAD","Caitlin","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",33,4.4,6.4,0,10.8,"Caitlin_LOCHHEAD",NA,NA,11.65,NA,NA,12.1,10.8,8.85,43.4
"ROOSKRANTZ","Caitlin","w","RSA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",86,4.9,6.4,NA,11.3,"Caitlin_ROOSKRANTZ",NA,NA,12.4,NA,NA,12.8,11.0833333333333,13.00825,49.2915833333333
"Anders","Caleigh","w","RSA","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel",5,4.7,7.1,NA,11.8,"Caleigh_Anders",NA,NA,NA,NA,NA,NA,NA,11.8335,11.8335
"BERNARD","Cameron Lie","m","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",112,4.3,7.566,NA,11.866,"Cameron Lie_BERNARD",12.116,12.24975,NA,14.2852857142857,13.153,13.6,NA,NA,65.4040357142857
"LISTER","Cameron","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",29,3.5,7.85,0,11.35,"Cameron_LISTER",NA,NA,NA,NA,11.35,11.55,NA,NA,22.9
"Lynn","Cameron","m","GBR","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",14,5.4,6.45,0.1,11.75,"Cameron_Lynn",12.1,10.15,11.75,13.05,NA,NA,NA,NA,47.05
"LYNN","Cameron","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England",8,5.5,6.87,0,12.366,"Cameron_LYNN",12.725,11.7875,12.8232,12.9,13.0166666666667,11.9332857142857,NA,NA,75.1856523809524
"BERNARD","Cameron-Lie","m","FRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",32,6.2,7.25,NA,13.45,"Cameron-Lie_BERNARD",NA,12,NA,13.45,13.15,6.8,NA,NA,45.4
"NORMANN","Camille","w","DEN","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",97,3.9,6.366,0.1,10.166,"Camille_NORMANN",NA,NA,9.133,NA,NA,NA,10.166,10.266,29.565
"RASMUSSEN","Camille","w","DEN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",79,4.5,7,NA,11.5,"Camille_RASMUSSEN",NA,NA,12.3443333333333,NA,NA,13.1746875,11.5662,11.855,48.9402208333333
"KENNEDY","Cara","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",37,4.2,6.25,0,10.45,"Cara_KENNEDY",NA,NA,12.3333333333333,NA,NA,12.65625,11,11.05,47.0395833333333
"KROELL","Carina","w","AUT","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",40,4.6,7.533,0.1,12.033,"Carina_KROELL",NA,NA,11.7,NA,NA,12.566,12.033,11.8,48.099
"FONT ESTRUCH","Carla","w","ESP","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",35,3.9,6.366,NA,10.266,"Carla_FONT ESTRUCH",NA,NA,11.433,NA,NA,12.23,10.266,11.866,45.795
"HOERR","Carlo","m","GER","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",28,5.3,7.533,0.2,12.633,"Carlo_HOERR",13.4665,9.566,12.633,13.266,13.166,NA,NA,NA,62.0975
"HORR","Carlo","m","GER","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",73,5.1,6.6,0.4,11.3,"Carlo_HORR",13.2,11.966,11.3,13,13,13.63,NA,NA,76.096
"HÖRR","Carlo","m","GE2","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",23,5.3,8.3,0.1,13.5,"Carlo_HÖRR",12.3,13.25,13.5,12.8,13.3,NA,NA,NA,65.15
"MACCHINI","Carlo","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",15,6.1,7.966,NA,14.066,"Carlo_MACCHINI",14.173,12.955,NA,NA,NA,NA,NA,NA,27.128
"YULO","Carlos Edriel","m","PHI","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",1,6.4,8.766,NA,15.166,"Carlos Edriel_YULO",12.7165,11.833,14.2235714285714,15.17,14.0328333333333,14.714,NA,NA,82.6899047619048
"CHAVEZ","Carmina","w","ESA","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",33,4.2,4.65,NA,8.85,"Carmina_CHAVEZ",NA,NA,11.65,NA,NA,11.9,8.85,9.95,42.35
"HEDUIT","Carolann","w","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",17,5.3,6.633,NA,11.933,"Carolann_HEDUIT",NA,NA,12.6995,NA,NA,13.7665,12.4132,13.56625,52.44545
"PEDRO","Carolyne","w","BRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",81,5,6.4,NA,11.4,"Carolyne_PEDRO",NA,NA,12.4165,NA,NA,8.64433333333333,11.775,12.075,44.9108333333333
"Meuleman","Casey-Jane","w","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",12,4.4,7.8,NA,12.2,"Casey-Jane_Meuleman",NA,NA,12.166,NA,NA,12.3995,12.2,NA,36.7655
