LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Rank,D_Score,E_Score,Penalty,Score,HB,PH,FX,PB,SR,VT,BB,UB,index
AVETISYAN,Artur,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",4.0,6.0,8.6,,14.6,,,,,14.546312499999999,,,,629
Avetisyan,Artur,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",1.0,5.9,8.766,,14.666,,,,,14.733,,,,728
DAVTYAN,Artur,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",1.0,5.6,9.4,0.1,14.9,12.722,14.182571428571427,13.2775,13.604,14.016166666666669,14.985576923076925,,,2115
Davtyan,Artur,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",9.0,4.8,8.85,,13.65,,14.3,13.65,13.7415,,14.854,,,2637
Tovmasyan,Artur,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",4.0,5.3,8.45,,13.75,,,,,13.708,,,,10873
AZAMOV,Asadbek,m,UZB,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",28.0,5.0,8.266,,13.266,11.666,11.0,12.849499999999999,11.933,12.583,13.898750000000001,,,648
HONG,Asher,m,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",6.0,6.0,8.366,0.1,14.266,11.666666666666666,13.845749999999999,14.127333333333333,14.733333333333334,13.91225,14.216285714285714,,,4048
SULLIVAN,Ashlee,w,USA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",6.0,5.5,6.9,,12.4,,,12.65,,,6.55,13.100000000000001,12.55,10014
D AMATO,Asia,w,ITA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",3.0,5.4,8.1,,13.5,,,12.988333333333335,,,13.618,13.30825,14.022,2010
MATIEV,Askhab,m,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",92.0,5.3,7.3,,12.6,12.599666666666666,12.655333333333333,12.677666666666667,12.766666666666666,12.610666666666667,13.477333333333334,,,6645
SALIMOV,Assan,m,KAZ,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",18.0,4.0,6.65,0.0,10.65,,,,,10.65,13.025,,,9222
Salimov,Assan,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",28.0,5.6,5.45,,11.05,,,11.05,,11.6,13.84975,,,10089
MESIRI,Athanasia,w,GRE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",27.0,4.6,7.4,,12.0,,,12.033,,,12.811,12.0,10.5,6851
VALGEIRSSON,Atli Snaer,m,ISL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",91.0,4.7,7.633,,12.333,,11.5,12.333,9.0,,12.833,,,10966
NIN,Audrys,m,DOM,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",9.0,4.4,8.6,,13.0,13.016666666666666,12.700000000000001,11.725,13.266666666666666,12.275,14.2375,,,7685
NIN REYES,Audrys,m,DOM,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",50.0,5.0,6.8,,11.8,,11.783000000000001,,12.766,,13.8495,,,7702
BENOVIC,Aurel,m,CRO,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",11.0,6.1,8.366,0.2,14.266,,,13.5031,,,13.744928571428572,,,990
Benovic,Aurel,m,CRO,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",6.0,6.2,6.966,0.1,13.066,,,13.733,,,13.65,,,1417
TRAN,Aurelie,w,CAN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",30.0,5.3,6.5,,11.8,,,12.816500000000001,,,6.75,11.8,12.35,10623
STEWART,Ava,w,CAN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",21.0,5.4,7.0,,12.4,,,12.1,,,9.4125,10.166,12.788666666666666,9934
SAKAGUCHI,Ayaka,w,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",7.0,5.6,7.866,,13.466,,,12.982333333333335,,,13.631800000000002,13.315166666666668,12.65825,9146
SHAMSHITDINOVA,Ayazhan,w,KAZ,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",34.0,4.4,5.2,,9.6,,,,,,,9.6,10.066,9550
ABDULLAHI,Ayesha,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",41.0,3.7,6.5,0.0,10.2,,,,,,,10.2,10.2,111
KOKUFUGATA,Azuki,w,JPN,23-26 Feb 2023,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",1.0,5.2,8.433,,13.633,,,13.599499999999999,,,,,12.566500000000001,5216
KISS,Balazs,m,HUN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",29.0,5.4,7.966,,13.366,12.708,12.62875,,12.533,13.383,,,,5165
Kiss,Balazs,m,HUN,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",9.0,4.9,6.4,,11.3,11.3,,,,13.225,,,,5709
MOKOSOVA,Barbora,w,SVK,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",61.0,3.7,7.833,,11.533,,,12.133,,,12.266,11.898666666666665,12.460666666666667,7126
Mokosova,Barbora,w,SVK,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",5.0,4.4,8.2,,12.6,,,,,,,12.43325,13.233250000000002,7449
TOMCSANYI,Benedek,m,HUN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",45.0,5.4,8.066,,13.466,12.349499999999999,13.133000000000001,13.177333333333332,13.183,13.366333333333332,13.522,,,10605
Tomcsanyi,Benedek,m,HUN,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",16.0,5.6,7.55,,13.15,,12.675,,,,,,,10871
YILDIZ,Bengisu,w,TUR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",67.0,4.8,6.866,,11.666,,,11.708,,,12.648307692307695,11.012199999999998,11.588666666666667,11655
EYRE,Benjamin,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",16.0,5.3,7.8,0.0,13.1,11.3,11.55,13.1,11.7,12.45,13.75,,,2893
OSBERGER,Benjamin,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",4.0,5.6,8.633,,14.233,,14.082999999999998,13.923999999999998,,13.1,13.644,,,7880
SCHWANINGER,Berta,w,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",85.0,4.2,8.5,,12.7,,,,,,12.7,,,9390
CZIFRA,Bettina Lili,w,HUN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",73.0,5.3,5.433,0.1,10.633,,,12.133,,,12.433,12.297666666666666,12.566,1964
FRYSAK,Bianca,w,AUT,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",6.0,4.6,7.8,,12.4,,,12.024799999999999,,,12.682999999999998,11.926600000000002,12.193000000000001,3095
SITCHINAVA,Bidzina,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",67.0,5.1,7.733,,12.833,11.386199999999999,11.4464,11.7165,12.299666666666667,12.133,13.1665,,,9667
TARHAN,Bilge,w,TUR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",104.0,4.5,5.1,,9.6,,,11.166333333333332,,,12.778769230769232,10.913,10.299666666666667,10318
Tarhan,Bilge,w,TUR,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",23.0,4.4,6.166,,10.566,,,12.033,,,12.683,10.566,,10853
SUN,Blake,m,USA,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",29.0,6.0,6.066,,12.066,,11.966,,12.066,,,,,10020
HIGGINS,Blathnaid,w,IRL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",79.0,4.7,6.4,,11.1,,,11.866,,,12.3,11.1,,3996
YUN,Boeun,w,KOR,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",17.0,4.4,6.5,,10.9,,,11.649999999999999,,,12.9315,10.683,12.066500000000001,11737
SUPRUN,Bohdan,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",76.0,5.5,7.5,0.1,12.9,11.433,11.1165,11.8665,12.616499999999998,12.933,12.9665,,,10034
ZHANG,Boheng,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",9.0,5.8,8.233,,14.033,14.3398,14.0165,14.35825,15.1915,13.9165,14.433250000000001,,,11824
KARDOS,Botond,m,HUN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",25.0,5.7,8.166,,13.866,12.277666666666667,,13.699333333333334,13.877333333333333,,13.855333333333334,,,4706
MOLNAR,Botond,m,HUN,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",16.0,5.6,7.733,,13.333,13.0165,12.4495,13.532250000000001,13.416,12.9495,13.7864,,,7154
Molnar,Botond,m,HUN,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",5.0,5.6,8.0,,13.6,,,13.45,,,13.862499999999999,,,7457
ZLATANOV,Bozhidar,m,BUL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",87.0,5.0,7.633,,12.633,11.266,11.166,12.633,13.659999999999998,13.066500000000001,14.046999999999999,,,11865
Zlatanov,Bozhidar,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",26.0,5.6,6.8,,12.4,,,,12.4,13.4,13.928999999999998,,,11939
NOORDZIJ,Bradley,m,NED,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",22.0,4.1,6.4,0.0,10.5,,10.5,,,12.3,,,,7731
SCOTT,Breanna,w,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",53.0,5.4,6.566,,11.966,,,12.239799999999999,,,13.333,12.353749999999998,,9397
BEVAN,Brinn,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",12.0,5.0,8.35,0.1,13.25,12.55,12.45,13.25,14.0625,12.925,13.35,,,1067
CARRARO,Brisa,w,ARG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",46.0,4.8,7.3,,12.1,,,,,,,12.1,11.833,1505
MALONE,Brody,m,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",8.0,5.7,8.433,,14.133,14.149799999999999,13.683,13.4495,14.166,13.822000000000001,10.89575,,,6413
URBANSKA,Brygida,w,POL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",89.0,4.6,5.966,,10.566,,,10.600000000000001,,,12.315999999999999,10.6995,10.6665,10903
SOUZA,Caio,m,BRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",14.0,5.6,8.266,0.1,13.766,14.233,12.966000000000001,13.666,13.866,13.75,14.08325,,,9823
Souza,Caio,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",1.0,6.3,8.0,,14.3,13.975000000000001,13.05,,14.4415,14.1165,14.704,,,10126
LOCHHEAD,Caitlin,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",33.0,4.4,6.4,0.0,10.8,,,11.65,,,12.1,10.8,8.85,6130
ROOSKRANTZ,Caitlin,w,RSA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",86.0,4.9,6.4,,11.3,,,12.4,,,12.799999999999999,11.083333333333334,13.00825,8948
Anders,Caleigh,w,RSA,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",5.0,4.7,7.1,,11.8,,,,,,,,11.8335,718
LISTER,Cameron,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",29.0,3.5,7.85,0.0,11.35,,,,,11.35,11.55,,,6082
LYNN,Cameron,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",8.0,5.5,6.87,0.0,12.366,12.725,11.7875,12.8232,12.9,13.016666666666666,11.933285714285713,,,6214
Lynn,Cameron,m,GBR,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",14.0,5.4,6.45,0.1,11.75,12.1,10.15,11.75,13.05,,,,,6263
BERNARD,Cameron Lie,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",112.0,4.3,7.566,,11.866,12.116,12.249749999999999,,14.285285714285715,13.153,13.6,,,1023
BERNARD,Cameron-Lie,m,FRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",32.0,6.2,7.25,,13.45,,12.0,,13.45,13.15,6.8,,,1043
NORMANN,Camille,w,DEN,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",97.0,3.9,6.366,0.1,10.166,,,9.133,,,,10.166,10.266,7733
RASMUSSEN,Camille,w,DEN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",79.0,4.5,7.0,,11.5,,,12.344333333333333,,,13.174687500000001,11.566199999999998,11.854999999999999,8683
KENNEDY,Cara,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",37.0,4.2,6.25,0.0,10.45,,,12.333333333333334,,,12.65625,11.0,11.049999999999999,4936
KROELL,Carina,w,AUT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",40.0,4.6,7.533,0.1,12.033,,,11.7,,,12.566,12.033,11.8,5516
FONT ESTRUCH,Carla,w,ESP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",35.0,3.9,6.366,,10.266,,,11.433,,,12.23,10.266,11.866,2986
HOERR,Carlo,m,GER,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",28.0,5.3,7.533,0.2,12.633,13.4665,9.566,12.633,13.266,13.166,,,,4034
HORR,Carlo,m,GER,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",73.0,5.1,6.6,0.4,11.3,13.2,11.966,11.3,13.0,13.0,13.63,,,4085
HÖRR,Carlo,m,GE2,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",23.0,5.3,8.3,0.1,13.5,12.3,13.25,13.5,12.8,13.3,,,,4190
MACCHINI,Carlo,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",15.0,6.1,7.966,,14.066,14.172999999999998,12.955,,,,,,,6285
YULO,Carlos Edriel,m,PHI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",1.0,6.4,8.766,,15.166,12.7165,11.833,14.223571428571429,15.17,14.03283333333333,14.713999999999999,,,11697
CHAVEZ,Carmina,w,ESA,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",33.0,4.2,4.65,,8.85,,,11.65,,,11.9,8.85,9.95,1732
HEDUIT,Carolann,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",17.0,5.3,6.633,,11.933,,,12.6995,,,13.7665,12.4132,13.56625,3866
PEDRO,Carolyne,w,BRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",81.0,5.0,6.4,,11.4,,,12.4165,,,8.644333333333334,11.775,12.075,8107
Meuleman,Casey-Jane,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",12.0,4.4,7.8,,12.2,,,12.166,,,12.3995,12.2,,7438
SCHMIDT,Casimir,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",10.0,5.8,8.2,,14.0,13.266333333333334,12.8266,13.6066,13.594999999999999,13.938666666666668,13.983,,,9340
Schmidt,Casimir,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",19.0,5.4,7.7,,13.1,,13.55,13.1,,13.5,,,,10095
LEE,Cassandra,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",12.0,5.5,6.6,,12.1,,,12.95,,,,12.1,,5871
LOUSTALOT,Cassandra,w,MEX,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",32.0,5.4,7.133,,12.533,,,12.7665,,,12.558,11.8415,,6192
CEREGHETTI,Caterina,w,SUI,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",44.0,5.1,6.366,,11.466,,,12.2,,,12.866,11.466,11.633,1648
BERGHOLT,Cecilie,w,DEN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",95.0,4.2,5.533,,9.733,,,10.566,,,11.833,9.733,11.3,1017
MORDENTI,Celeste,w,LUX,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",90.0,4.7,6.5,,11.2,,,11.332666666666666,,,12.333,10.788666666666666,11.122,7219
Mordenti,Celeste,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",16.0,4.8,6.7,,11.5,,,12.066,,,,11.5,12.45,7469
BINER,Ceren,w,TUR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",51.0,4.7,7.333,,12.033,,,12.033,,,12.655,,11.333,1097
Biner,Ceren,w,TUR,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",25.0,5.6,4.866,,10.466,,,12.283000000000001,,,12.283,10.466,12.5165,1423
MOERZ,Charlize,w,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",77.0,4.6,6.933,,11.533,,,12.233,,,12.693,11.2915,11.388333333333334,7078
CASSIDY,Charlotte,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",42.0,4.5,6.3,0.6,10.2,,,10.3,,,11.95,10.2,10.0,1614
HASLER,Charlotte,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",37.0,4.2,5.95,0.0,10.15,,,10.6,,,11.5,10.15,8.6,3833
YEH,Cheng,m,TPE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",51.0,5.4,7.933,,13.333,11.73325,12.2665,13.1245,12.955,12.6,13.754666666666667,,,11623
CHAN,Cheuk Lam,w,HKG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",132.0,4.5,5.533,,10.033,,,10.9915,,,12.083,11.332999999999998,,1663
Chan,Cheuk Lam,w,HKG,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",16.0,3.8,6.867,,10.667,,,10.833,,,12.0665,10.667,,1970
TANG,Chia Hung,m,TPE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",7.0,5.5,8.633,,14.133,13.3995,13.0165,14.1495,13.4495,13.366,13.95,,,10221
HATAKEDA,Chiaki,w,JPN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",13.0,5.2,7.1,,12.3,,,12.877333333333333,,,13.56,12.732999999999999,12.1,3837
GIUBELLINI,Chiara,w,SUI,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",71.0,5.2,6.1,,11.3,,,12.354999999999999,,,12.65,10.783000000000001,,3436
MOISZI,Chiara,w,GE2,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",31.0,5.1,6.7,0.1,11.7,,,11.3,,,6.35,11.7,9.8,7119
MOISZI,Chiara Summer,w,GER,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",30.0,5.3,6.1,0.1,11.3,,,12.3,,,,11.3,,7124
LEE,Chih,m,TPE,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",17.0,5.5,8.2,,13.7,13.73,15.183,13.7,13.633,13.0,14.3,,,5874
LEE,Chih Kai,m,TPE,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",25.0,5.7,6.966,,12.666,,14.433,,12.8415,,,,,5882
YAMADA,Chiharu,w,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",16.0,5.3,6.933,,12.233,,,12.616666666666667,,,6.59975,12.566333333333333,13.577333333333334,11579
MATTIS,China,w,JAM,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",16.0,4.2,6.6,,10.8,,,9.7,,,11.8,9.975000000000001,7.05,6675
KAJI,Chris,m,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",65.0,5.1,8.0,,13.1,12.816500000000001,,12.825,13.316500000000001,13.933,13.9,,,4588
BAUMANN,Christian,m,SUI,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",4.0,5.2,8.4,0.0,13.6,13.6,,,13.25,13.558,,,,932
KIOSI,Christina,w,GRE,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",48.0,4.5,7.366,,11.866,,,11.755333333333335,,,12.09975,11.466000000000001,,5108
VASILOPOULOU,Christina,w,GRE,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",107.0,4.3,4.833,,9.133,,,,,,9.966,,9.133,11041
ZWICKER,Christina,w,CRO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",48.0,4.8,6.6,,11.4,,,10.633,,,11.5,11.600000000000001,10.3165,11918
Zwicker,Christina,w,CRO,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",5.0,4.7,7.966,,12.666,,,,,,,12.399666666666667,10.55,11945
WONG,Chun Hei Vincent,m,HKG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",78.0,1.6,8.866,,10.466,,,,,,11.582999999999998,,,11542
RUIZ RODRIGUEZ,Cinthia,w,MEX,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",50.0,5.4,7.433,,12.833,,,,,,12.5165,,12.833,9025
Raposo,Clara,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",9.0,5.0,7.333,,12.333,,,12.633,,,,12.333,11.7,9096
FRAGAPANE,Claudia,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",19.0,4.6,7.05,,11.65,,,12.45,,,,11.65,,3001
MASON STEPHENS,Clay,m,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",107.0,5.5,6.7,,12.2,12.870750000000001,11.283333333333333,12.6832,13.366666666666665,12.2625,14.094333333333333,,,6617
MASONSTEPHENS,Clay,m,AUS,05-06 May 2023,Oceania Continental Championships 2023,aa,"Carrara, Australia",,5.7,8.266,0.1,13.866,12.7,11.766,13.866,12.633,12.833,14.2,,,6639
BELL,Clayton,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",23.0,5.6,6.8,0.3,12.1,11.6,10.45,12.1,10.95,12.35,13.4,,,965
DEVILLARD,Coline,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",5.0,5.4,9.033,,14.433,,,,,,13.60442857142857,12.610999999999999,,2323
WALKER,Colt,m,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",131.0,5.3,5.233,0.1,10.433,13.2,,10.433,14.866,13.566,14.6,,,11359
DUDLEY,Colton,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",21.0,4.7,8.0,0.0,12.7,11.75,9.05,12.7,10.3,12.8,11.55,,,2580
SHI,Cong,m,CHN,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",6.0,5.4,8.433,,13.833,14.755333333333333,14.066500000000001,13.849499999999999,14.683,14.383,14.099499999999999,,,9574
McGillivray,Conor,m,AUS,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",16.0,5.0,8.25,,13.25,,,13.075,,,13.391666666666667,,,7408
DUNBAR,Courtney,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",33.0,3.9,6.4,0.0,10.3,,,11.2,,,11.85,10.3,9.3,2593
TULLOCH,Courtney,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",3.0,6.1,8.633,,14.733,,,13.5966,13.4665,14.642,14.101333333333335,,,10782
Bacskay,Csenge,w,HUN,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",6.0,5.3,7.6,,12.9,,,,,,12.874875,,11.575,1401
BACSKAY,Csenge Maria,w,HUN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",82.0,4.7,6.666,,11.366,,,11.533,,,13.26,11.2495,12.233,746
PHILLIPS,Curran,m,USA,9-12 Mar 2023,World Cup,final,"Baku, Azerbaijan",5.0,5.5,7.633,,13.133,13.633,,,15.0,,,,,8323
TOMMASONE,Cyril,m,FRA,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",6.0,6.0,8.066,0.0,14.06,,14.18,,,,,,,10621
Olafsson,Dagur,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",15.0,4.7,8.6,,13.3,,13.15,,13.3,,,,,7975
OLAFSSON,Dagur Kari,m,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",116.0,4.4,7.466,0.1,11.766,12.633,12.933,11.766,13.0,11.833,13.4,,,7801
HASHIMOTO,Daiki,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",2.0,6.0,8.666,,14.666,14.783166666666666,13.7196,14.312999999999999,12.158249999999999,14.07475,14.786666666666667,,,3806
